licence_number,expiry_date,services,subtype,name,secondary_name,location,address,street_address,city,postal_code,business_phone,business_fax
X029889,2024-11-25,"['trading', 'rental']",Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,West Vancouver,"200-235 15th Street, West Vancouver",200-235 15th Street, West Vancouver,V7T 2X1,(604) 922-6995,(604) 922-6289
X030814,2025-04-21,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,White Rock,"2-15621 Marine Drive, White Rock",2-15621 Marine Drive, White Rock,V4B 1E1,(604) 632-3300,(604) 385-1841
X032231,2025-12-23,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Vancouver,"5660 Yew Street, Vancouver",5660 Yew Street, Vancouver,V6M 3Y3,(604) 632-3300,(604) 608-0330
X032491,2024-03-30,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Lions Bay,"P.O. Box 701, Unit D, 350 Centre Road, Lions Bay",P.O. Box 701, Unit D,V0N 2E0,(604) 922-6995,(604) 608-0330
X035126,2025-07-16,['trading'],Branch Office,Sotheby's International Realty Canada,Max Wright Real Estate Corporation,Kelowna,"108-1289 Ellis St, Kelowna",108-1289 Ellis St, Kelowna,V1Y 9X6,(250) 380-3933,
X031775,2025-09-14,"['rental', 'strata']",Brokerage,South Island Property Management Ltd.,South Island Property Management Ltd.,Victoria,"4-1560 Church Street, Victoria",4-1560 Church Street, Victoria,V8P 2H1,(250) 595-6680,(250) 595-2022
X033460,2025-03-20,"['rental', 'strata']",Branch Office,South Island Property Management Ltd.,South Island Property Management Ltd.,Victoria,"103 - 2220 Sooke Road, Victoria",103 - 2220 Sooke Road, Victoria,V9B 0G9,(250) 883-1993,
X036035,2025-05-15,"['rental', 'strata']",Brokerage,South Okanagan Property Management,South Okanagan Property Management Corp.,Osoyoos,"103-7611 Spartan Drive, Osoyoos",103-7611 Spartan Drive, Osoyoos,V0H 1V0,(250) 485-9935,
X037461,2024-03-29,"['rental', 'strata']",Branch Office,South Okanagan Property Management,South Okanagan Property Management Corp.,Penticton,"366 Main Street, Penticton",366 Main Street, Penticton,V2A 5C3,(250) 485-9935,
X035047,2025-05-16,"['trading', 'rental', 'strata']",Brokerage,Southvan Property Management Ltd.,Southvan Property Management Ltd.,New Westminster,"811 Winthrop Street, New Westminster",811 Winthrop Street, New Westminster,V3L 5N4,(604) 802-4209,
X019880,2024-05-01,"['trading', 'rental', 'strata']",Brokerage,Southview Property Management Inc.,Southview Property Management Inc.,Richmond,"240 - 7580 River Road, Richmond",240 - 7580 River Road, Richmond,V6X 1X6,(604) 270-8811,(604) 270-0881
X031989,2025-09-30,['trading'],Brokerage,Sovereign National Realty Inc.,Sovereign National Realty Inc.,Richmond,"2198-8700 Mckim Way, Richmond",2198-8700 Mckim Way, Richmond,V6X 4A5,(604) 295-8886,(778) 727-0218
X002814,2025-06-09,"['trading', 'rental']",Brokerage,Spartano Realty Corp. Ltd.,Spartano Realty Corp. Ltd.,Burnaby,"4198 Hastings Street, Burnaby",4198 Hastings Street, Burnaby,V5C 2J4,(604) 291-0128,(604) 294-8260
X035325,2024-03-31,['trading'],Brokerage,Square Meter Realty Ltd.,Square Meter Realty Ltd.,Richmond,"150-10451 Shellbridge Way, Richmond",150-10451 Shellbridge Way, Richmond,V6X 2W8,(204) 509-8718,
X029572,2024-01-29,"['trading', 'rental']",Brokerage,SRS Hall of Fame Realty,Hall of Fame Realty Ltd.,Surrey,"200-12992 76th Avenue, Surrey",200-12992 76th Avenue, Surrey,V3W 2V6,(604) 572-3088,(604) 595-8880
X033952,2025-06-29,"['trading', 'rental']",Branch Office,SRS Hall of Fame Realty,Hall of Fame Realty Ltd.,Vancouver,"Suite 1100-1200 West 73rd Avenue, Vancouver",Suite 1100-1200 West 73rd Avenue, Vancouver,V6P 6G5,(604) 267-7077,(604) 585-8880
X026769,2024-11-23,"['trading', 'rental']",Brokerage,SRS Panorama Realty,Satnam Real Estate Services Ltd.,Surrey,"200-12992 76th Avenue, Surrey",200-12992 76th Avenue, Surrey,V3W 2V6,(604) 595-8888,(604) 595-8880
X029147,2025-01-09,"['trading', 'rental']",Brokerage,SRS Westside Realty,Strata Property Management Corp.,Vancouver,"Suite 1100-1200 West 73rd Avenue, Vancouver",Suite 1100-1200 West 73rd Avenue, Vancouver,V6P 6G5,(604) 263-3033,(604) 595-8880
X028392,2025-01-20,"['trading', 'rental']",Brokerage,Staburn Management Ltd.,Staburn Management Ltd.,North Vancouver,"200-111 Lonsdale Avenue, North Vancouver",200-111 Lonsdale Avenue, North Vancouver,V7M 2E7,(604) 926-7588,(604) 926-7580
REX603728,2025-07-16,"['trading', 'rental']",Brokerage,STACK Property Management,Stack Property Management Corp. ,Vancouver,"2020-505 Burrard St, Vancouver",2020-505 Burrard St, Vancouver,V7X 1M6,(604) 694-7666,
X029089,2025-01-23,"['trading', 'rental', 'strata']",Brokerage,Steadfast Properties Ltd.,Steadfast Properties Ltd.,Chilliwack,"A-42375 Yarrow Central Road, Chilliwack",A-42375 Yarrow Central Road, Chilliwack,V2R 0K1,(604) 864-6400,(604) 864-6484
X032254,2024-01-04,"['trading', 'rental', 'strata']",Branch Office,Steadfast Properties Ltd.,Steadfast Properties Ltd.,Abbotsford,"204 - 2776 Bourquin Cres. W., Abbotsford",204 - 2776 Bourquin Cres. W., Abbotsford,V2S 6A4,(604) 864-6400,(604) 864-6484
X025043,2025-10-26,"['trading', 'rental', 'strata']",Brokerage,Sterling Management Services Ltd.,Sterling Management Services Ltd.,Fort St. John,"10151 - 100th Street, Fort St. John",10151 - 100th Street, Fort St. John,V1J 3Y6,(250) 785-2829,(250) 785-2852
X030894,2025-07-28,"['trading', 'rental', 'strata']",Branch Office,Sterling Management Services Ltd.,Sterling Management Services Ltd.,Dawson Creek,"1-1445 102 Avenue, Dawson Creek",1-1445 102 Avenue, Dawson Creek,V1G 2E1,(250) 719-4311,
X037071,2025-12-08,"['trading', 'rental', 'strata']",Branch Office,Sterling Management Services Ltd.,Sterling Management Services Ltd.,Vancouver,"Suite 2033- 1177 West Hastings Street, Vancouver",Suite 2033- 1177 West Hastings Street, Vancouver,V6E 2K3,(250) 785-2829,
X030407,2024-03-11,['trading'],Brokerage,Sterling Pacific Realty Inc.,Sterling Pacific Realty Inc.,West Vancouver,"#14 636 Clyde Avenue, West Vancouver",#14 636 Clyde Avenue, West Vancouver,V7T 1E1,(778) 322-9340,(604) 922-9350
X035774,2024-12-17,"['trading', 'rental']",Brokerage,Stewart Pearson Realty Ltd.,Stewart Pearson Realty Ltd.,Vernon,"5809 Oriole Drive, Vernon",5809 Oriole Drive, Vernon,V1H 1R4,(250) 308-9760,
X034759,2024-09-19,"['trading', 'rental']",Brokerage,Stilhavn Real Estate Services,Stilhavn Realty Ltd.,Vancouver,"36 East 5th Avenue, Vancouver",36 East 5th Avenue, Vancouver,V5T 1G8,(604) 398-7999,
X034975,2025-03-05,"['trading', 'rental']",Branch Office,Stilhavn Real Estate Services,Stilhavn Realty Ltd.,North Vancouver,"104-2770 Valley Centre Avenue, North Vancouver",104-2770 Valley Centre Avenue, North Vancouver,V7J 0C8,(604) 398-7999,
X035098,2025-06-25,['trading'],Branch Office,Stilhavn Real Estate Services,Stilhavn Realty Ltd.,Whistler,120-4090 Whistler,120-4090 Whistler,,V8E 1J3,(604) 398-7999,
X035612,2024-09-21,"['trading', 'rental']",Branch Office,Stilhavn Real Estate Services,Stilhavn Realty Ltd.,North Vancouver,"104-3151 Woodbine Drive, North Vancouver",104-3151 Woodbine Drive, North Vancouver,V7R 2S4,(604) 220-2020,
X036261,2025-04-29,['trading'],Branch Office,Stilhavn Real Estate Services,Stilhavn Realty Ltd.,Squamish,"1388 Main Street, P.O. Box 537, Squamish",1388 Main Street, P.O. Box 537,V8B 1A4,(604) 398-7999,
X037651,2024-05-09,['trading'],Branch Office,Stilhavn Real Estate Services,Stilhavn Realty Ltd.,Kelowna,"100-3200 Richter Street, Kelowna",100-3200 Richter Street, Kelowna,V1W 3R4,(778) 738-4260,
X033420,2025-01-31,"['trading', 'rental']",Brokerage,Stonehaus Realty Corp.,Stonehaus Realty Corp.,Coquitlam,"Suite A - 1126 Austin Avenue, Coquitlam",Suite A - 1126 Austin Avenue, Coquitlam,V3K 3P5,(604) 492-5000,
X034875,2024-12-07,"['trading', 'rental']",Branch Office,Stonehaus Realty Corp.,Stonehaus Realty Corp.,Langley,"103-20353 64th Avenue, Langley",103-20353 64th Avenue, Langley,V2Y 1N5,(604) 492-5000,
X035649,2024-10-12,['trading'],Branch Office,Stonehaus Realty Corp.,Stonehaus Realty Corp.,Victoria,"901 Esquimalt Road, Victoria",901 Esquimalt Road, Victoria,V9A 3M7,(604) 492-5000,
X036498,2025-06-23,['trading'],Branch Office,Stonehaus Realty Corp.,Stonehaus Realty Corp.,Kelowna,"107-1664 Richter St, Kelowna",107-1664 Richter St, Kelowna,V1Y 8N3,(604) 492-5000,
X037598,2024-05-10,['trading'],Branch Office,Stonehaus Realty Corp.,Stonehaus Realty Corp.,Coquitlam,"Suite A - 1126 Austin Avenue, Coquitlam",Suite A - 1126 Austin Avenue, Coquitlam,V3K 3P5,(604) 492-5000,
X037757,2024-06-05,['trading'],Branch Office,Stonehaus Realty Corp.,Stonehaus Realty Corp.,Kelowna,"107- 1664 Richter St, Kelowna",107- 1664 Richter St, Kelowna,V1Y 8N3,(604) 492-5000,(604) 608-3888
X028582,2026-01-01,['strata'],Brokerage,Strataco Management Ltd.,Strataco Management Ltd.,Burnaby,"#101 - 4126 Norland Avenue, Burnaby",#101 - 4126 Norland Avenue, Burnaby,V5G 3S8,(604) 294-4141,(604) 294-8956
X027628,2024-07-10,"['trading', 'rental', 'strata']",Brokerage,Stratatech Consulting Ltd.,Stratatech Consulting Ltd.,Chilliwack,"311-46167 Yale Road, Chilliwack",311-46167 Yale Road, Chilliwack,V2P 1L9,(604) 393-3846,(604) 393-3847
X022419,2024-02-28,"['trading', 'rental', 'strata']",Brokerage,Stratawest Management Ltd.,Stratawest Management Ltd.,North Vancouver,"#202 - 224 West Esplanade, North Vancouver",#202 - 224 West Esplanade, North Vancouver,V7M 1A4,(604) 904-9595,(604) 904-2323
X002256,2025-06-29,['trading'],Brokerage,Strategic Real Estate Ltd.,Strategic Real Estate Ltd.,Vancouver,"600-1285 West Broadway, Vancouver",600-1285 West Broadway, Vancouver,V6H 3X8,(604) 683-5669,(604) 683-2810
X002754,2025-06-29,"['trading', 'rental']",Brokerage,Success Realty & Insurance Ltd.,Success Realty & Insurance Ltd.,Vancouver,"145 Keefer Street, Vancouver",145 Keefer Street, Vancouver,V6A 1X3,(604) 687-8899,(604) 687-0145
X002756,2025-06-29,['trading'],Brokerage,Summerland Realty Ltd.,Summerland Realty Ltd.,Summerland,"9914 Main Street, Summerland",9914 Main Street, Summerland,V0H 1Z0,(250) 494-2181,(250) 494-5356
X022207,2025-10-14,"['rental', 'strata']",Brokerage,Sunden Realty Management,Sunden Management Ltd.,Kamloops,"30 - 750 Fortune Drive, Kamloops",30 - 750 Fortune Drive, Kamloops,V2B 2L2,(250) 376-0062,(250) 376-1376
120360,2025-08-21,"['trading', 'rental']",Sole Proprietor,Sunrise Realty,Frederick Charm-Man Lee,Vancouver,"2840 East 49th Avenue, Vancouver",2840 East 49th Avenue, Vancouver,V5S 1K5,(604) 451-5189,(604) 451-5190
X027679,2024-08-06,"['trading', 'rental']",Brokerage,Sunrise West Coast Realty,SRS Holdings Ltd.,Vancouver,"Suite 1100-1200 West 73rd Avenue, Vancouver",Suite 1100-1200 West 73rd Avenue, Vancouver,V6P 6G5,(604) 595-3580,(604) 595-8880
X031740,2025-06-14,"['trading', 'rental']",Branch Office,Sunrise West Coast Realty,SRS Holdings Ltd.,Surrey,"200-12992 76th Avenue, Surrey",200-12992 76th Avenue, Surrey,V3W 2V6,(604) 595-3580,(604) 595-8880
X024070,2024-03-30,"['trading', 'rental']",Brokerage,Sunstar Realty Ltd.,Sunstar Realty Ltd.,Vancouver,"6 - 3003 Kingsway, Vancouver",6 - 3003 Kingsway, Vancouver,V5R 5J6,(604) 436-1335,(604) 436-1081
REX604810,2025-12-01,['strata'],Brokerage,Surge Property Management Ltd.,Surge Property Management Ltd.,Courtenay,"1-1090 1st St, Courtenay",1-1090 1st St, Courtenay,V9N 1A9,(778) 585-6079,
X023801,2025-10-31,"['trading', 'rental']",Brokerage,Sutton - Hymark Realty,Internet Realty Ltd.,Kelowna,"138 - 1876 Cooper Road, Kelowna",138 - 1876 Cooper Road, Kelowna,V1Y 9N6,(250) 762-9979,(250) 762-9972
X031701,2025-06-21,"['trading', 'rental', 'strata']",Brokerage,Sutton - Max Realty and Property Management,1027850 B.C. Ltd.,Vancouver,"205-2607 East 49th Avenue, Vancouver",205-2607 East 49th Avenue, Vancouver,V5S 1J9,(604) 227-3399,(604) 398-2005
X021249,2024-07-18,"['trading', 'rental']",Brokerage,Sutton Centre Realty,Sutton Centre Realty Ltd.,Burnaby,"3010 Boundary Road, Burnaby",3010 Boundary Road, Burnaby,V5M 4A1,(604) 435-9477,(604) 435-9412
X021135,2024-04-16,"['trading', 'rental']",Brokerage,Sutton Group - 1st West Realty,1st West Realty Inc.,Coquitlam,"#118 - 3030 Lincoln Avenue, Coquitlam",#118 - 3030 Lincoln Avenue, Coquitlam,V3B 6B4,(604) 942-7211,(604) 942-2437
X034487,2024-05-31,"['trading', 'rental']",Branch Office,Sutton Group - 1st West Realty,1st West Realty Inc.,Burnaby,"3012 Boundary Road, Burnaby",3012 Boundary Road, Burnaby,V5M 4A1,(604) 942-7211,(604) 942-2437
X034825,2024-10-22,"['trading', 'rental']",Branch Office,Sutton Group - 1st West Realty,1st West Realty Inc.,Richmond,"280 - 3631 No. 3 Road, Richmond",280 - 3631 No. 3 Road, Richmond,V6X 2B9,(604) 942-7211,(604) 942-2437
X034896,2025-01-10,"['trading', 'rental']",Brokerage,Sutton Group - Alliance R.E.S.,Sutton Group-Alliance Real Estate Services Ltd.,Surrey,"201-5550 152 Street, Surrey",201-5550 152 Street, Surrey,V3S 5J9,(604) 961-9900,(604) 961-6700
X020447,2025-05-25,"['trading', 'rental']",Brokerage,Sutton Group - Grimson Realty,Grimson Realty Ltd.,Vancouver,"301-1508 West Broadway, Vancouver",301-1508 West Broadway, Vancouver,V6J 1W8,(604) 714-1700,(604) 738-1888
X028532,2025-11-10,"['trading', 'rental']",Brokerage,Sutton Group - Mattu Realty,Mattu Realty Ltd.,Vancouver,"201-7545 Cambie Street, Vancouver",201-7545 Cambie Street, Vancouver,V6P 3H6,(604) 322-3000,(604) 322-9399
X034674,2024-09-30,"['trading', 'rental', 'strata']",Brokerage,Sutton Group - Metroland Realty,1161683 BC Ltd.,Burnaby,"8962 University High Street, Burnaby",8962 University High Street, Burnaby,V5A 4Y6,(604) 992-8662,
X028235,2024-07-31,"['trading', 'rental', 'strata']",Brokerage,Sutton Group - Vancouver First Realty,Winnie Lam & Associates Realty Ltd.,Vancouver,"#205 - 2607 East 49th Avenue, Vancouver",#205 - 2607 East 49th Avenue, Vancouver,V5S 1J9,(604) 434-8117,(604) 433-8117
X033971,2025-07-14,"['trading', 'rental', 'strata']",Branch Office,Sutton Group - Vancouver First Realty,Winnie Lam & Associates Realty Ltd.,Richmond,"1066 - 8300 Capstan Way, Richmond",1066 - 8300 Capstan Way, Richmond,V6X 4B7,(604) 370-6301,(604) 370-6302
X029230,2025-02-18,"['trading', 'rental']",Brokerage,Sutton Group Del Mar Realty,841583 B.C. Ltd.,Vancouver,"202-1118 Homer Street, Vancouver",202-1118 Homer Street, Vancouver,V6B 6L5,(604) 568-1005,(604) 568-5569
X021200,2024-06-12,"['trading', 'rental']",Brokerage,Sutton Group Seafair Realty,Seafair Realty Ltd.,Richmond,"#550 - 9100 Blundell Road, Richmond",#550 - 9100 Blundell Road, Richmond,V6Y 1K3,(604) 273-3155,(604) 279-9291
X027040,2024-03-07,"['trading', 'rental']",Branch Office,Sutton Group Seafair Realty,Seafair Realty Ltd.,Delta,"2-1359 56 Street, Delta",2-1359 56 Street, Delta,V4L 2P3,(604) 943-3110,(604) 943-6155
X031789,2025-07-08,"['trading', 'rental']",Branch Office,Sutton Group Seafair Realty,Seafair Realty Ltd.,Delta,"100 - 5000 Bridge Street, Delta",100 - 5000 Bridge Street, Delta,V4K 2K4,(604) 946-1255,(604) 946-3036
X034430,2024-03-01,"['trading', 'rental']",Brokerage,Sutton Group Showplace Realty,Eco-World Realty Corporation,Burnaby,"220 - 4211 Kingsway, Burnaby",220 - 4211 Kingsway, Burnaby,V5H 1Z6,(604) 438-0020,(604) 438-0010
X029252,2025-03-04,"['trading', 'rental']",Brokerage,Sutton Group West Langara Realty,0844212 B.C. Ltd.,Vancouver,"7547 Cambie Street, Vancouver",7547 Cambie Street, Vancouver,V6P 3H6,(604) 512-7000,(604) 322-9399
X003156,2025-06-29,"['trading', 'rental', 'strata']",Brokerage,Sutton Group-West Coast Realty,West Coast Realty Ltd.,North Vancouver,"100 - 801 Marine Drive, North Vancouver",100 - 801 Marine Drive, North Vancouver,V7P 3K6,(604) 986-9321,(604) 986-9122
X014036,2024-08-26,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Coquitlam,"#102 - 403 North Road, Coquitlam",#102 - 403 North Road, Coquitlam,V3K 3V9,(604) 415-9800,(604) 415-9988
X026030,2025-05-17,"['trading', 'rental', 'strata']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Langley,"260-19951 80A Avenue, Langley",260-19951 80A Avenue, Langley,V2Y 0E2,(604) 533-3939,
X027031,2024-03-01,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,West Vancouver,"201-2403 Marine Drive, West Vancouver",201-2403 Marine Drive, West Vancouver,V7V 1L3,(604) 925-1111,(604) 925-1394
X027362,2025-05-10,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Surrey,"15595 - 24 Avenue, Surrey",15595 - 24 Avenue, Surrey,V4A 2J4,(604) 538-8888,(604) 538-0237
X027671,2024-07-31,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Vancouver,"301 - 1508 West Broadway, Vancouver",301 - 1508 West Broadway, Vancouver,V6J 1W8,(604) 714-1700,(604) 714-1718
X027672,2024-07-31,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Vancouver,"301-1508 West Broadway, Vancouver",301-1508 West Broadway, Vancouver,V6J 1W8,(604) 267-3800,(604) 263-8402
X027771,2024-12-30,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Nanaimo,"#604 - 5800 Turner Road, Nanaimo",#604 - 5800 Turner Road, Nanaimo,V9T 6J4,(250) 756-2112,(250) 756-9144
X028504,2025-07-31,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Gibsons,"655 School Road, P.O. Box 282, Gibsons",655 School Road, P.O. Box 282,V0N 1V0,(604) 886-3031,(604) 886-3035
X028975,2024-02-01,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Vancouver,"205-2607- East 49th Avenue, Vancouver",205-2607- East 49th Avenue, Vancouver,V5S 1J9,(604) 322-3000,(604) 322-9399
X029213,2025-02-05,"['trading', 'rental', 'strata']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Vancouver,"205 - 2607 East 49th Avenue, Vancouver",205 - 2607 East 49th Avenue, Vancouver,V5S 1J9,(604) 257-8888,(604) 257-8889
X029214,2025-02-05,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Victoria,"#103 - 4400 Chatterton Way, Victoria",#103 - 4400 Chatterton Way, Victoria,V8X 5J2,(250) 479-3333,(250) 479-3565
X029215,2025-02-05,['trading'],Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Langford,"123-866 Goldstream Avenue, Langford",123-866 Goldstream Avenue, Langford,V9B 0J3,(250) 999-9886,(250) 704-1505
X029216,2025-02-05,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Duncan,"2610 Beverly Street, Duncan",2610 Beverly Street, Duncan,V9L 5C7,(250) 748-5000,(250) 748-5001
X030150,2025-07-28,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Surrey,"7832 120th Street, Surrey",7832 120th Street, Surrey,V3W 3N2,(604) 572-3005,(604) 572-7970
X031241,2024-07-14,['trading'],Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,North Vancouver,"409 North Dollarton Highway, North Vancouver",409 North Dollarton Highway, North Vancouver,V7G 1M9,(604) 971-3559,
X031296,2024-08-12,"['trading', 'rental', 'strata']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Abbotsford,"2790 Allwood Street, Abbotsford",2790 Allwood Street, Abbotsford,V2T 3R7,(604) 855-0800,(604) 855-0833
X032245,2025-12-29,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,Whistler,"203-1080 Millar Creek Road, Whistler",203-1080 Millar Creek Road, Whistler,V8E 0S7,(604) 925-1111,
X034797,2024-10-11,"['trading', 'rental']",Branch Office,Sutton Group-West Coast Realty,West Coast Realty Ltd.,North Vancouver,"111 East 12th Street, North Vancouver",111 East 12th Street, North Vancouver,V7L 2J3,,
X031447,2024-12-18,"['trading', 'rental']",Brokerage,Sutton Maple Pacific Realty,Maple Pacific Realty Ltd.,Vancouver,"205-2607 East 49th Avenue, Vancouver",205-2607 East 49th Avenue, Vancouver,V5S 1J9,(604) 649-3888,(604) 257-8889
X020911,2025-12-14,"['trading', 'rental']",Brokerage,Sutton Premier Realty,Envoy Realty Ltd.,Surrey,"15483 104 Avenue, Surrey",15483 104 Avenue, Surrey,V3R 1N9,(604) 581-8400,(604) 581-0495
